,flight,distance
333,DE_EDDL_DE_EDDP,381.20697202295435
334,DE_EDDL_DE_EDDS,338.49031369587686
335,DE_EDDL_DE_EDDT,470.13736411326033
336,DE_EDDL_DK_EKCH,620.1317564339453
337,DE_EDDL_DO_MDPC,7389.741222428703
338,DE_EDDL_EG_HEGN,3511.1686431724274
339,DE_EDDL_EG_HEMA,3704.6648134845677
340,DE_EDDL_EL_LGAV,2005.2232630420528
341,DE_EDDL_EL_LGIR,2304.160555428781
342,DE_EDDL_EL_LGKO,2276.0874866454747
343,DE_EDDL_EL_LGRP,2365.3547666468367
344,DE_EDDL_EL_LGTS,1728.8457321130961
345,DE_EDDL_ES_GCFV,3066.281938627093
346,DE_EDDL_ES_GCLP,3189.306481453083
347,DE_EDDL_ES_GCRR,3006.2333109819074
348,DE_EDDL_ES_GCTS,3237.068116436897
349,DE_EDDL_ES_LEAL,1555.4642277435162
350,DE_EDDL_ES_LEBB,1148.8692652040509
351,DE_EDDL_ES_LEBL,1167.3689220762258
352,DE_EDDL_ES_LEIB,1442.7586353478846
353,DE_EDDL_ES_LEJR,1909.4049295094503
354,DE_EDDL_ES_LEMD,1442.128692117638
355,DE_EDDL_ES_LEMG,1853.5693118819595
356,DE_EDDL_ES_LEPA,1341.552136882906
357,DE_EDDL_ES_LEVC,1427.3263808387449
358,DE_EDDL_FI_EFHK,1511.5105608172144
359,DE_EDDL_FR_LFPG,393.53723511444707
360,DE_EDDL_HU_LHBP,1002.2977688146648
361,DE_EDDL_IE_EIDW,917.9050822382776
362,DE_EDDL_IT_LICC,1669.7562259174606
363,DE_EDDL_IT_LIMC,645.7033094702413
364,DE_EDDL_IT_LIPZ,764.1783815730521
365,DE_EDDL_IT_LIRF,1134.4672623531858
366,DE_EDDL_IT_LIRN,1292.9144310070344
367,DE_EDDL_JP_RJAA,9354.12687874479
368,DE_EDDL_NL_EHAM,178.72792465463715
369,DE_EDDL_NO_ENGM,1018.9309399682004
370,DE_EDDL_PL_EPWA,984.3908812714039
371,DE_EDDL_PT_LPFR,1968.1929933246286
372,DE_EDDL_PT_LPPT,1863.4391673752089
373,DE_EDDL_RU_UUDD,2104.815169583589
374,DE_EDDL_RU_UUEE,2074.5388846979454
375,DE_EDDL_SE_ESSA,1164.7360266268402
376,DE_EDDL_SG_WSSS,10395.066678252744
377,DE_EDDL_TR_LTAC,2370.177145535084
378,DE_EDDL_TR_LTAI,2481.908749213518
379,DE_EDDL_TR_LTAU,2631.5700388019336
380,DE_EDDL_TR_LTBA,2040.7901299511032
381,DE_EDDL_TR_LTBJ,2152.110691812974
382,DE_EDDL_TR_LTFJ,2077.757412082858
383,DE_EDDL_UA_UKBB,1695.9277608996194
384,DE_EDDL_UK_EGBB,600.2064565071596
385,DE_EDDL_UK_EGCC,657.3414431679008
386,DE_EDDL_UK_EGKK,486.1411341025385
387,DE_EDDL_UK_EGLC,467.54795897589264
388,DE_EDDL_UK_EGLL,503.4809460155268
389,DE_EDDL_US_KATL,7253.277729758115
390,DE_EDDL_US_KEWR,6054.806078943377
391,DE_EDDL_US_KJFK,6033.511743791927
392,DE_EDDL_US_KMIA,7617.281088635591
393,DE_EDDM_AE_OMAA,4583.818199174345
394,DE_EDDM_AE_OMDB,4568.380368897965
395,DE_EDDM_AT_LOWG,313.37085192078695
396,DE_EDDM_AT_LOWW,356.3455080062081
397,DE_EDDM_BA_LQSA,713.4329552078498
398,DE_EDDM_BE_EBBR,598.4311245372662
399,DE_EDDM_BG_LBSF,1102.7033515608732
400,DE_EDDM_CA_CYUL,6168.524654038514
401,DE_EDDM_CA_CYYZ,6659.654971653977
402,DE_EDDM_CH_LSGG,489.4153962891439
403,DE_EDDM_CH_LSZH,261.368210355115
404,DE_EDDM_CN_ZBAA,7741.4423019204405
405,DE_EDDM_CN_ZSPD,8797.726311214421
406,DE_EDDM_CO_SKBO,9320.415701073154
407,DE_EDDM_CY_LCLK,2341.9844675297795
408,DE_EDDM_CZ_LKPR,264.9592979824576
409,DE_EDDM_DE_EDDC,340.4482957202786
410,DE_EDDM_DE_EDDF,299.65363300561523
411,DE_EDDM_DE_EDDG,512.1162288669957
412,DE_EDDM_DE_EDDH,600.3762584309827
413,DE_EDDM_DE_EDDK,436.53117435579867
414,DE_EDDM_DE_EDDL,486.70480726274496
415,DE_EDDM_DE_EDDN,137.48645742316958
416,DE_EDDM_DE_EDDP,343.00397327348117
417,DE_EDDM_DE_EDDS,193.05417671653217
418,DE_EDDM_DE_EDDT,479.8239223111618
419,DE_EDDM_DE_EDDV,480.6210516524005
420,DE_EDDM_DE_EDDW,563.3721808001042
421,DE_EDDM_DE_EDLP,427.910260455522
422,DE_EDDM_DE_EDLW,462.0971941653988
423,DE_EDDM_DK_EKCH,810.4414062753453
424,DE_EDDM_EG_HEGN,3024.523262724444
425,DE_EDDM_EL_LGAV,1518.592306797961
426,DE_EDDM_EL_LGIR,1818.268764790444
427,DE_EDDM_EL_LGKO,1790.243194597074
428,DE_EDDM_EL_LGRP,1880.2083299383041
429,DE_EDDM_EL_LGTS,1242.8754441835827
430,DE_EDDM_ES_GCFV,3117.785803814997
431,DE_EDDM_ES_GCLP,3255.573992619209
432,DE_EDDM_ES_GCTS,3319.2805749542326
433,DE_EDDM_ES_LEAL,1497.8067231107925
434,DE_EDDM_ES_LEBB,1269.7668330948711
435,DE_EDDM_ES_LEBL,1095.7773154232364
436,DE_EDDM_ES_LEIB,1345.0801835037864
437,DE_EDDM_ES_LEMD,1499.3437750892526
438,DE_EDDM_ES_LEMG,1856.5384156342886
439,DE_EDDM_ES_LEPA,1216.3236557020527
440,DE_EDDM_ES_LEVC,1389.8497373158805
441,DE_EDDM_FI_EFHK,1577.1992196201181
442,DE_EDDM_FR_LFBO,961.9267189410052
443,DE_EDDM_FR_LFLL,587.0940079242072
444,DE_EDDM_FR_LFML,746.410128821804
445,DE_EDDM_FR_LFMN,630.3613702087099
446,DE_EDDM_FR_LFPG,683.6016439977373
447,DE_EDDM_FR_LFRS,1011.9971724062424
448,DE_EDDM_GE_UGTB,2694.6250387960463
449,DE_EDDM_HK_VHHH,9034.821617224772
450,DE_EDDM_HR_LDDU,818.8168124024983
451,DE_EDDM_HR_LDSP,639.1166541959641
452,DE_EDDM_HR_LDZA,435.9438552773235
453,DE_EDDM_HU_LHBP,568.1106379495426
454,DE_EDDM_IE_EIDW,1385.0064017523996
455,DE_EDDM_IL_LLBG,2656.810401341138
456,DE_EDDM_IN_VABB,6317.990129559381
457,DE_EDDM_IN_VIDP,5910.216266402024
458,DE_EDDM_IS_BIKF,2698.5841902182397
459,DE_EDDM_IT_LIBD,892.8441093814548
460,DE_EDDM_IT_LICC,1238.441080756195
461,DE_EDDM_IT_LICJ,1135.6391996839866
462,DE_EDDM_IT_LIMC,381.71699992892695
463,DE_EDDM_IT_LIMF,471.7200545566606
464,DE_EDDM_IT_LIMJ,493.1723010275754
465,DE_EDDM_IT_LIPE,426.16808970012926
466,DE_EDDM_IT_LIPQ,308.63691044852834
467,DE_EDDM_IT_LIPX,335.8843963464238
468,DE_EDDM_IT_LIPY,540.5221007348999
469,DE_EDDM_IT_LIPZ,319.58198155958263
470,DE_EDDM_IT_LIRF,729.1830149401708
471,DE_EDDM_IT_LIRN,853.201482890784
472,DE_EDDM_IT_LIRP,530.137799643042
473,DE_EDDM_IT_LIRQ,507.0476419127834
474,DE_EDDM_JP_RJBB,9261.448068680555
475,DE_EDDM_JP_RJTT,9381.360376590452
476,DE_EDDM_KR_RKSI,8521.144352082703
477,DE_EDDM_LU_ELLX,432.0958532472561
478,DE_EDDM_LV_EVRA,1257.1463876979835
479,DE_EDDM_MT_LMML,1405.5318663067328
480,DE_EDDM_MX_MMMX,9860.448307828101
481,DE_EDDM_NL_EHAM,665.4327265354817
482,DE_EDDM_NO_ENGM,1310.6431994949562
483,DE_EDDM_OM_OOMS,4906.528302529956
484,DE_EDDM_PL_EPGD,815.0408034493898
485,DE_EDDM_PL_EPKK,613.1116616641581
486,DE_EDDM_PL_EPPO,576.9143424385252
487,DE_EDDM_PL_EPWA,779.1094808845512
488,DE_EDDM_PL_EPWR,477.9992972034594
489,DE_EDDM_PT_LPFR,2040.7986077906241
490,DE_EDDM_PT_LPPR,1794.066589597529
491,DE_EDDM_PT_LPPT,1986.9703922565927
492,DE_EDDM_QA_OTBD,4303.32787383869
493,DE_EDDM_RO_LRCL,911.249700496031
494,DE_EDDM_RO_LROP,1173.9012451488402
495,DE_EDDM_RO_LRSB,976.0441601330002
496,DE_EDDM_RO_LRTR,777.8759345714644
497,DE_EDDM_RS_LYBE,761.6664738638092
498,DE_EDDM_RU_ULLI,1744.9210331443023
499,DE_EDDM_RU_UUDD,1947.4290385837808
500,DE_EDDM_RU_UUEE,1932.6299490319157
501,DE_EDDM_SE_ESGG,1036.4815012560116
502,DE_EDDM_SE_ESSA,1318.8798645715115
503,DE_EDDM_SG_WSSS,10061.553007882823
504,DE_EDDM_SI_LJLJ,311.28111974396336
505,DE_EDDM_TH_VTBS,8808.952246311406
506,DE_EDDM_TR_LTAC,1915.9046976160632
507,DE_EDDM_TR_LTAI,2003.294802349292
508,DE_EDDM_TR_LTBA,1574.5183770670756
509,DE_EDDM_TR_LTBJ,1668.7851762582159
510,DE_EDDM_TR_LTFJ,1613.042613513905
511,DE_EDDM_UA_UKBB,1401.9317984567624
