,month,fr_airport,to_airport,passenger_d
4080,2018-08-01,LIRF,LFBO,7524.0
4081,2018-08-01,LIRF,LFLL,10353.0
4082,2018-08-01,LIRF,LFML,12103.0
4083,2018-08-01,LIRF,LFMN,16658.0
4084,2018-08-01,LIRF,LFPG,61082.0
4085,2018-08-01,LIRF,LFPO,26219.0
4086,2018-08-01,LIRF,LFSB,4477.0
4087,2018-08-01,LIRF,VHHH,9567.0
4088,2018-08-01,LIRF,LDSP,9345.0
4089,2018-08-01,LIRF,LHBP,14020.0
4090,2018-08-01,LIRF,EIDW,10503.0
4091,2018-08-01,LIRF,LLBG,41751.0
4092,2018-08-01,LIRF,VIDP,8921.0
4093,2018-08-01,LIRF,LIBD,31314.0
4094,2018-08-01,LIRF,LIBR,23771.0
4095,2018-08-01,LIRF,LICA,24992.0
4096,2018-08-01,LIRF,LICC,84680.0
4097,2018-08-01,LIRF,LICJ,74230.0
4098,2018-08-01,LIRF,LICR,6384.0
4099,2018-08-01,LIRF,LIEA,14288.0
4100,2018-08-01,LIRF,LIEE,45295.0
4101,2018-08-01,LIRF,LIEO,22239.0
4102,2018-08-01,LIRF,LIMC,18453.0
4103,2018-08-01,LIRF,LIMF,18250.0
4104,2018-08-01,LIRF,LIMJ,11626.0
4105,2018-08-01,LIRF,LIML,25976.0
4106,2018-08-01,LIRF,LIPE,10311.0
4107,2018-08-01,LIRF,LIPQ,8453.0
4108,2018-08-01,LIRF,LIPX,9028.0
4109,2018-08-01,LIRF,LIPZ,20264.0
4110,2018-08-01,LIRF,LIRN,15398.0
4111,2018-08-01,LIRF,LIRP,6654.0
4112,2018-08-01,LIRF,LIRQ,9856.0
4113,2018-08-01,LIRF,OJAI,6217.0
4114,2018-08-01,LIRF,RJAA,8806.0
4115,2018-08-01,LIRF,RKSI,21730.0
4116,2018-08-01,LIRF,OLBA,11310.0
4117,2018-08-01,LIRF,GMMN,9715.0
4118,2018-08-01,LIRF,LMML,20577.0
4119,2018-08-01,LIRF,MMMX,7548.0
4120,2018-08-01,LIRF,EHAM,49333.0
4121,2018-08-01,LIRF,ENGM,9949.0
4122,2018-08-01,LIRF,EPWA,13973.0
4123,2018-08-01,LIRF,LPPT,21902.0
4124,2018-08-01,LIRF,OTHH,21225.0
4125,2018-08-01,LIRF,LRBC,4824.0
4126,2018-08-01,LIRF,LROP,10481.0
4127,2018-08-01,LIRF,LYBE,6959.0
4128,2018-08-01,LIRF,ULLI,6775.0
4129,2018-08-01,LIRF,UUDD,4517.0
4130,2018-08-01,LIRF,UUEE,28399.0
4131,2018-08-01,LIRF,ESSA,13934.0
4132,2018-08-01,LIRF,WSSS,3726.0
4133,2018-08-01,LIRF,DTTA,13135.0
4134,2018-08-01,LIRF,LTBA,19631.0
4135,2018-08-01,LIRF,LTFJ,11443.0
4136,2018-08-01,LIRF,UKBB,8078.0
4137,2018-08-01,LIRF,UKKK,4535.0
4138,2018-08-01,LIRF,EGCC,5173.0
4139,2018-08-01,LIRF,EGGD,5548.0
4140,2018-08-01,LIRF,EGGW,6035.0
4141,2018-08-01,LIRF,EGKK,33790.0
4142,2018-08-01,LIRF,EGLL,53203.0
4143,2018-08-01,LIRF,KATL,16194.0
4144,2018-08-01,LIRF,KBOS,7767.0
4145,2018-08-01,LIRF,KCLT,7686.0
4146,2018-08-01,LIRF,KDFW,7582.0
4147,2018-08-01,LIRF,KDTW,8788.0
4148,2018-08-01,LIRF,KEWR,14735.0
4149,2018-08-01,LIRF,KIAD,6408.0
4150,2018-08-01,LIRF,KJFK,45299.0
4151,2018-08-01,LIRF,KLAX,13028.0
4152,2018-08-01,LIRF,KMIA,7260.0
4153,2018-08-01,LIRF,KORD,20423.0
4154,2018-08-01,LIRF,KPHL,8195.0
4155,2018-08-01,LIRN,LOWW,4303.0
4156,2018-08-01,LIRN,EBBR,5148.0
4157,2018-08-01,LIRN,LSGG,5284.0
4158,2018-08-01,LIRN,LSZH,6522.0
4159,2018-08-01,LIRN,LKPR,2384.0
4160,2018-08-01,LIRN,EDDB,4571.0
4161,2018-08-01,LIRN,EDDF,14679.0
4162,2018-08-01,LIRN,EDDM,16143.0
4163,2018-08-01,LIRN,EDDS,4741.0
4164,2018-08-01,LIRN,HESH,10302.0
4165,2018-08-01,LIRN,LEBL,22491.0
4166,2018-08-01,LIRN,LEMD,10331.0
4167,2018-08-01,LIRN,LFMN,4580.0
4168,2018-08-01,LIRN,LFPG,14441.0
4169,2018-08-01,LIRN,LFPO,20207.0
4170,2018-08-01,LIRN,LFSB,6335.0
4171,2018-08-01,LIRN,LHBP,4754.0
4172,2018-08-01,LIRN,EIDW,9799.0
4173,2018-08-01,LIRN,LICC,9021.0
4174,2018-08-01,LIRN,LICJ,7493.0
4175,2018-08-01,LIRN,LIEO,10143.0
4176,2018-08-01,LIRN,LIMC,16291.0
4177,2018-08-01,LIRN,LIME,18767.0
4178,2018-08-01,LIRN,LIMF,6044.0
4179,2018-08-01,LIRN,LIMJ,3665.0
4180,2018-08-01,LIRN,LIML,6158.0
4181,2018-08-01,LIRN,LIPE,4911.0
4182,2018-08-01,LIRN,LIPH,10280.0
4183,2018-08-01,LIRN,LIPZ,10055.0
4184,2018-08-01,LIRN,LIRF,15796.0
4185,2018-08-01,LIRN,EHAM,8121.0
4186,2018-08-01,LIRN,LROP,4221.0
4187,2018-08-01,LIRN,LTBA,6201.0
4188,2018-08-01,LIRN,EGCC,9179.0
4189,2018-08-01,LIRN,EGGW,7688.0
4190,2018-08-01,LIRN,EGKK,26730.0
4191,2018-08-01,LIRN,EGSS,17628.0
4192,2018-08-01,LIRP,LATI,8357.0
4193,2018-08-01,LIRP,EBCI,8715.0
4194,2018-08-01,LIRP,EDDB,7136.0
4195,2018-08-01,LIRP,EDDF,2502.0
4196,2018-08-01,LIRP,EDDM,3774.0
4197,2018-08-01,LIRP,EDFH,3781.0
4198,2018-08-01,LIRP,LEBL,2494.0
4199,2018-08-01,LIRP,LEGE,5507.0
4200,2018-08-01,LIRP,LEMD,5358.0
4201,2018-08-01,LIRP,LEVC,4878.0
4202,2018-08-01,LIRP,LFOB,3913.0
4203,2018-08-01,LIRP,LFPO,9526.0
4204,2018-08-01,LIRP,LHBP,2504.0
4205,2018-08-01,LIRP,EIDW,5448.0
4206,2018-08-01,LIRP,LIBD,5437.0
4207,2018-08-01,LIRP,LIBR,5536.0
4208,2018-08-01,LIRP,LICA,5201.0
4209,2018-08-01,LIRP,LICB,3067.0
4210,2018-08-01,LIRP,LICC,10508.0
4211,2018-08-01,LIRP,LICJ,13539.0
4212,2018-08-01,LIRP,LIEA,5259.0
4213,2018-08-01,LIRP,LIEE,9103.0
4214,2018-08-01,LIRP,LIRF,8351.0
4215,2018-08-01,LIRP,LMML,3822.0
4216,2018-08-01,LIRP,EHAM,9537.0
4217,2018-08-01,LIRP,EHEH,7249.0
4218,2018-08-01,LIRP,ENGM,3875.0
4219,2018-08-01,LIRP,UUWW,5693.0
4220,2018-08-01,LIRP,EGCC,6337.0
4221,2018-08-01,LIRP,EGGD,5143.0
4222,2018-08-01,LIRP,EGGW,7445.0
4223,2018-08-01,LIRP,EGKK,19319.0
4224,2018-08-01,LIRP,EGLL,8209.0
4225,2018-08-01,LIRP,EGSS,16954.0
4226,2018-08-01,LIRQ,LATI,2118.0
4227,2018-08-01,LIRQ,LOWW,2094.0
4228,2018-08-01,LIRQ,EBBR,4072.0
4229,2018-08-01,LIRQ,LSZH,8455.0
4230,2018-08-01,LIRQ,EDDF,10803.0
4231,2018-08-01,LIRQ,EDDM,7324.0
4232,2018-08-01,LIRQ,LEBL,8208.0
4233,2018-08-01,LIRQ,LEMD,8500.0
4234,2018-08-01,LIRQ,LFPG,20093.0
4235,2018-08-01,LIRQ,LFPO,5914.0
4236,2018-08-01,LIRQ,LICC,3521.0
4237,2018-08-01,LIRQ,LICJ,1758.0
4238,2018-08-01,LIRQ,LIRF,10017.0
4239,2018-08-01,LIRQ,EHAM,15089.0
4240,2018-08-01,LIRQ,LPPT,3933.0
4241,2018-08-01,LIRQ,LROP,2462.0
4242,2018-08-01,LIRQ,EGGW,1749.0
4243,2018-08-01,LIRQ,EGKK,4565.0
4244,2018-08-01,LIRQ,EGLC,6584.0
4245,2018-08-01,LIRZ,LATI,1396.0
4246,2018-08-01,LIRZ,EBCI,2330.0
4247,2018-08-01,LIRZ,EDDF,1363.0
4248,2018-08-01,LIRZ,LICC,2290.0
4249,2018-08-01,LIRZ,EGSS,5726.0
4250,2018-08-01,LCLK,OMDB,10103.0
4251,2018-08-01,LCLK,LOWW,14143.0
4252,2018-08-01,LCLK,LBSF,5316.0
4253,2018-08-01,LCLK,LSZH,9435.0
4254,2018-08-01,LCLK,EDDF,7600.0
4255,2018-08-01,LCLK,EDDM,6654.0
4256,2018-08-01,LCLK,EKCH,6106.0
4257,2018-08-01,LCLK,LGAV,54447.0
4258,2018-08-01,LCLK,LGTS,14356.0
4259,2018-08-01,LCLK,LLBG,37236.0
4260,2018-08-01,LCLK,OLBA,18638.0
4261,2018-08-01,LCLK,LMML,7074.0
4262,2018-08-01,LCLK,EPWA,8199.0
4263,2018-08-01,LCLK,OTHH,4934.0
4264,2018-08-01,LCLK,LROP,8360.0
4265,2018-08-01,LCLK,ULLI,19452.0
4266,2018-08-01,LCLK,USSS,7017.0
4267,2018-08-01,LCLK,UUDD,26878.0
4268,2018-08-01,LCLK,UUEE,18032.0
4269,2018-08-01,LCLK,UUWW,27204.0
4270,2018-08-01,LCLK,ESSA,9724.0
4271,2018-08-01,LCLK,UKBB,9864.0
4272,2018-08-01,LCLK,EGBB,9034.0
4273,2018-08-01,LCLK,EGCC,13281.0
4274,2018-08-01,LCLK,EGGW,10313.0
4275,2018-08-01,LCLK,EGKK,21693.0
4276,2018-08-01,LCLK,EGLL,16125.0
4277,2018-08-01,LCLK,EGSS,6524.0
4278,2018-08-01,LCPH,EBBR,3052.0
4279,2018-08-01,LCPH,LBSF,2376.0
4280,2018-08-01,LCPH,LGAV,1819.0
4281,2018-08-01,LCPH,LGSA,3109.0
4282,2018-08-01,LCPH,LGTS,9052.0
4283,2018-08-01,LCPH,LHBP,2366.0
4284,2018-08-01,LCPH,LLBG,9351.0
4285,2018-08-01,LCPH,OJAI,2623.0
4286,2018-08-01,LCPH,EHAM,3195.0
4287,2018-08-01,LCPH,LROP,2108.0
4288,2018-08-01,LCPH,UUDD,4871.0
4289,2018-08-01,LCPH,UUWW,14459.0
4290,2018-08-01,LCPH,EGBB,6765.0
4291,2018-08-01,LCPH,EGCC,19438.0
4292,2018-08-01,LCPH,EGGD,5103.0
4293,2018-08-01,LCPH,EGGW,6009.0
4294,2018-08-01,LCPH,EGKK,23185.0
4295,2018-08-01,LCPH,EGNM,4216.0
4296,2018-08-01,LCPH,EGNT,3293.0
4297,2018-08-01,LCPH,EGNX,5051.0
4298,2018-08-01,LCPH,EGPF,2706.0
4299,2018-08-01,LCPH,EGPH,4022.0
4300,2018-08-01,LCPH,EGSS,13063.0
4301,2018-08-01,EVRA,LOWW,5101.0
4302,2018-08-01,EVRA,EBBR,4085.0
4303,2018-08-01,EVRA,LSZH,6175.0
4304,2018-08-01,EVRA,EDDB,5368.0
4305,2018-08-01,EVRA,EDDF,11844.0
4306,2018-08-01,EVRA,EDDM,6178.0
4307,2018-08-01,EVRA,EDDT,7873.0
4308,2018-08-01,EVRA,EKCH,12404.0
4309,2018-08-01,EVRA,EETN,11155.0
4310,2018-08-01,EVRA,LEBL,5520.0
4311,2018-08-01,EVRA,EFHK,15506.0
4312,2018-08-01,EVRA,LFPG,7262.0
4313,2018-08-01,EVRA,EIDW,5104.0
4314,2018-08-01,EVRA,LLBG,4287.0
4315,2018-08-01,EVRA,LIME,2982.0
4316,2018-08-01,EVRA,EYVI,9109.0
4317,2018-08-01,EVRA,EHAM,8147.0
4318,2018-08-01,EVRA,ENGM,12176.0
4319,2018-08-01,EVRA,EPWA,8192.0
4320,2018-08-01,EVRA,ULLI,7243.0
4321,2018-08-01,EVRA,UUEE,27070.0
4322,2018-08-01,EVRA,UUWW,5808.0
4323,2018-08-01,EVRA,ESSA,16028.0
4324,2018-08-01,EVRA,LTAI,4693.0
4325,2018-08-01,EVRA,LTBA,4105.0
4326,2018-08-01,EVRA,UKBB,12719.0
4327,2018-08-01,EVRA,EGGW,10954.0
4328,2018-08-01,EVRA,EGKK,7711.0
4329,2018-08-01,EVRA,EGSS,11426.0
4330,2018-08-01,EYKA,EKCH,5505.0
4331,2018-08-01,EYKA,LEAL,3221.0
4332,2018-08-01,EYKA,LEGE,1503.0
4333,2018-08-01,EYKA,LEPA,1435.0
4334,2018-08-01,EYKA,EIDW,3370.0
4335,2018-08-01,EYKA,EINN,1659.0
4336,2018-08-01,EYKA,LIRN,1521.0
4337,2018-08-01,EYKA,EHEH,1967.0
4338,2018-08-01,EYKA,ENAL,1968.0
4339,2018-08-01,EYKA,ENBR,1531.0
4340,2018-08-01,EYKA,ENZV,2201.0
4341,2018-08-01,EYKA,EGGD,2173.0
4342,2018-08-01,EYKA,EGGW,10994.0
4343,2018-08-01,EYKA,EGPH,1451.0
4344,2018-08-01,EYKA,EGSS,3930.0
4345,2018-08-01,EYPA,EKCH,4712.0
4346,2018-08-01,EYPA,EVRA,4326.0
4347,2018-08-01,EYPA,ENGM,2843.0
4348,2018-08-01,EYPA,EGGW,3845.0
4349,2018-08-01,EYPA,EGSS,1487.0
4350,2018-08-01,EYVI,LOWW,2581.0
4351,2018-08-01,EYVI,EBBR,2328.0
4352,2018-08-01,EYVI,LCLK,2118.0
4353,2018-08-01,EYVI,EDDB,2957.0
4354,2018-08-01,EYVI,EDDF,10659.0
4355,2018-08-01,EYVI,EDFH,2321.0
4356,2018-08-01,EYVI,EKBI,1983.0
4357,2018-08-01,EYVI,EKCH,5588.0
4358,2018-08-01,EYVI,EETN,3767.0
4359,2018-08-01,EYVI,HEGN,700.0
4360,2018-08-01,EYVI,LGAV,2675.0
4361,2018-08-01,EYVI,LGIR,5430.0
4362,2018-08-01,EYVI,LEBL,5447.0
4363,2018-08-01,EYVI,LEMD,2586.0
4364,2018-08-01,EYVI,EFHK,5738.0
4365,2018-08-01,EYVI,LFOB,5050.0
4366,2018-08-01,EYVI,EIDW,2427.0
4367,2018-08-01,EYVI,LLBG,2774.0
4368,2018-08-01,EYVI,LIMC,4045.0
4369,2018-08-01,EYVI,LIME,3366.0
4370,2018-08-01,EYVI,LIRA,2014.0
4371,2018-08-01,EYVI,EVRA,9025.0
4372,2018-08-01,EYVI,EHAM,3113.0
4373,2018-08-01,EYVI,EHEH,2955.0
4374,2018-08-01,EYVI,ENGM,8178.0
4375,2018-08-01,EYVI,ENTO,4792.0
4376,2018-08-01,EYVI,EPWA,12506.0
4377,2018-08-01,EYVI,UUEE,9040.0
4378,2018-08-01,EYVI,ESSA,5923.0
4379,2018-08-01,EYVI,LTAI,11551.0
4380,2018-08-01,EYVI,LTBA,3668.0
4381,2018-08-01,EYVI,UKBB,7612.0
4382,2018-08-01,EYVI,UKKK,2241.0
4383,2018-08-01,EYVI,EGGW,17339.0
4384,2018-08-01,EYVI,EGSS,5381.0
4385,2018-08-01,ELLX,LOWW,4212.0
4386,2018-08-01,ELLX,LSGG,1278.0
4387,2018-08-01,ELLX,LSZH,5305.0
4388,2018-08-01,ELLX,EDDF,8587.0
4389,2018-08-01,ELLX,EDDM,6744.0
4390,2018-08-01,ELLX,EDDT,2947.0
4391,2018-08-01,ELLX,EKCH,4083.0
4392,2018-08-01,ELLX,LEBL,5184.0
4393,2018-08-01,ELLX,LEMD,5289.0
4394,2018-08-01,ELLX,LEMG,3472.0
4395,2018-08-01,ELLX,LEPA,8773.0
4396,2018-08-01,ELLX,LFBD,3116.0
4397,2018-08-01,ELLX,LFMN,4840.0
4398,2018-08-01,ELLX,LFPG,5333.0
4399,2018-08-01,ELLX,EIDW,2901.0
4400,2018-08-01,ELLX,LIMC,4423.0
4401,2018-08-01,ELLX,LIME,2860.0
4402,2018-08-01,ELLX,LIRF,3079.0
4403,2018-08-01,ELLX,EHAM,7320.0
4404,2018-08-01,ELLX,EPWA,2403.0
4405,2018-08-01,ELLX,LPPR,13319.0
4406,2018-08-01,ELLX,LPPT,12664.0
4407,2018-08-01,ELLX,DTTJ,3702.0
4408,2018-08-01,ELLX,LTBA,3623.0
4409,2018-08-01,ELLX,EGKK,2563.0
4410,2018-08-01,ELLX,EGLC,7073.0
4411,2018-08-01,ELLX,EGLL,6909.0
4412,2018-08-01,ELLX,EGSS,4622.0
4413,2018-08-01,LHBP,OMDB,10237.0
4414,2018-08-01,LHBP,LOWW,4757.0
4415,2018-08-01,LHBP,EBBR,8260.0
4416,2018-08-01,LHBP,EBCI,16823.0
4417,2018-08-01,LHBP,LSGG,5122.0
4418,2018-08-01,LHBP,LSZH,11670.0
4419,2018-08-01,LHBP,LKPR,9259.0
4420,2018-08-01,LHBP,EDDB,16786.0
4421,2018-08-01,LHBP,EDDF,32850.0
4422,2018-08-01,LHBP,EDDH,4510.0
4423,2018-08-01,LHBP,EDDK,4066.0
4424,2018-08-01,LHBP,EDDL,8465.0
4425,2018-08-01,LHBP,EDDM,14669.0
4426,2018-08-01,LHBP,EDDN,5331.0
4427,2018-08-01,LHBP,EDDS,6097.0
4428,2018-08-01,LHBP,EDDT,6500.0
4429,2018-08-01,LHBP,EDLW,4003.0
4430,2018-08-01,LHBP,EKCH,12781.0
4431,2018-08-01,LHBP,LGAV,8066.0
4432,2018-08-01,LHBP,LEBL,18221.0
4433,2018-08-01,LHBP,LEMD,19290.0
4434,2018-08-01,LHBP,LEMG,3934.0
4435,2018-08-01,LHBP,EFHK,12747.0
4436,2018-08-01,LHBP,LFPG,20259.0
4437,2018-08-01,LHBP,EIDW,10306.0
4438,2018-08-01,LHBP,LLBG,24503.0
4439,2018-08-01,LHBP,LIBD,3998.0
4440,2018-08-01,LHBP,LIMC,11357.0
4441,2018-08-01,LHBP,LIME,6881.0
4442,2018-08-01,LHBP,LIRA,5462.0
4443,2018-08-01,LHBP,LIRF,13679.0
4444,2018-08-01,LHBP,LIRN,4688.0
4445,2018-08-01,LHBP,LMML,5393.0
4446,2018-08-01,LHBP,EHAM,21550.0
4447,2018-08-01,LHBP,EHEH,13567.0
4448,2018-08-01,LHBP,ENGM,7728.0
4449,2018-08-01,LHBP,EPWA,12560.0
4450,2018-08-01,LHBP,LPPT,8141.0
4451,2018-08-01,LHBP,OTHH,8507.0
4452,2018-08-01,LHBP,LROP,5635.0
4453,2018-08-01,LHBP,UUEE,11652.0
4454,2018-08-01,LHBP,UUWW,8588.0
4455,2018-08-01,LHBP,ESKN,6831.0
4456,2018-08-01,LHBP,ESSA,4833.0
4457,2018-08-01,LHBP,LTAI,14643.0
4458,2018-08-01,LHBP,LTBA,11945.0
4459,2018-08-01,LHBP,LTFJ,4143.0
4460,2018-08-01,LHBP,UKBB,4932.0
4461,2018-08-01,LHBP,UKKK,3797.0
4462,2018-08-01,LHBP,EGCC,6102.0
4463,2018-08-01,LHBP,EGGW,28242.0
4464,2018-08-01,LHBP,EGKK,6892.0
4465,2018-08-01,LHBP,EGLL,18290.0
4466,2018-08-01,LHBP,EGNX,3877.0
4467,2018-08-01,LHBP,EGPH,4960.0
4468,2018-08-01,LHBP,EGSS,17648.0
4469,2018-08-01,LHDC,EDDM,1021.0
4470,2018-08-01,LHDC,LFOB,1361.0
4471,2018-08-01,LHDC,LLBG,1525.0
4472,2018-08-01,LHDC,LIME,1185.0
4473,2018-08-01,LHDC,EHEH,2274.0
4474,2018-08-01,LHDC,UUWW,1238.0
4475,2018-08-01,LHDC,ESMS,1525.0
4476,2018-08-01,LHDC,EGGW,7664.0
4477,2018-08-01,LMML,LOWW,7427.0
4478,2018-08-01,LMML,EBBR,5899.0
4479,2018-08-01,LMML,EBCI,5635.0
4480,2018-08-01,LMML,LSZH,7124.0
4481,2018-08-01,LMML,LCLK,7538.0
4482,2018-08-01,LMML,EDDF,18828.0
4483,2018-08-01,LMML,EDDM,10754.0
4484,2018-08-01,LMML,LEBL,7682.0
4485,2018-08-01,LMML,LEMD,6085.0
4486,2018-08-01,LMML,LFPG,4662.0
4487,2018-08-01,LMML,LFPO,7576.0
4488,2018-08-01,LMML,LHBP,5386.0
4489,2018-08-01,LMML,EIDW,3819.0
4490,2018-08-01,LMML,LICC,20563.0
4491,2018-08-01,LMML,LIME,5575.0
4492,2018-08-01,LMML,LIML,4742.0
4493,2018-08-01,LMML,LIRF,22481.0
4494,2018-08-01,LMML,EHAM,6939.0
4495,2018-08-01,LMML,LTBA,8059.0
4496,2018-08-01,LMML,EGBB,5551.0
4497,2018-08-01,LMML,EGCC,13188.0
4498,2018-08-01,LMML,EGGW,6560.0
4499,2018-08-01,LMML,EGKK,20157.0
4500,2018-08-01,LMML,EGLL,10074.0
4501,2018-08-01,LMML,EGSS,6353.0
4502,2018-08-01,EHAM,OMAA,17159.0
4503,2018-08-01,EHAM,OMDB,38005.0
4504,2018-08-01,EHAM,TNCB,2982.0
4505,2018-08-01,EHAM,TNCC,18471.0
4506,2018-08-01,EHAM,SAEZ,10410.0
4507,2018-08-01,EHAM,LOWI,1660.0
4508,2018-08-01,EHAM,LOWW,32675.0
4509,2018-08-01,EHAM,TNCA,10560.0
4510,2018-08-01,EHAM,EBBR,11599.0
4511,2018-08-01,EHAM,LBSF,4558.0
4512,2018-08-01,EHAM,SBGL,8524.0
4513,2018-08-01,EHAM,SBGR,10822.0
4514,2018-08-01,EHAM,CYEG,4515.0
4515,2018-08-01,EHAM,CYUL,7932.0
4516,2018-08-01,EHAM,CYVR,12112.0
4517,2018-08-01,EHAM,CYYC,10263.0
4518,2018-08-01,EHAM,CYYZ,40542.0
4519,2018-08-01,EHAM,LSGG,24978.0
4520,2018-08-01,EHAM,LSZH,41415.0
4521,2018-08-01,EHAM,ZBAA,21726.0
4522,2018-08-01,EHAM,ZGGG,7651.0
4523,2018-08-01,EHAM,ZSAM,6685.0
4524,2018-08-01,EHAM,ZSPD,19420.0
4525,2018-08-01,EHAM,ZUUU,5062.0
4526,2018-08-01,EHAM,SKBO,4798.0
4527,2018-08-01,EHAM,MUHA,5402.0
4528,2018-08-01,EHAM,LKPR,28782.0
4529,2018-08-01,EHAM,EDDB,11230.0
4530,2018-08-01,EHAM,EDDF,34240.0
4531,2018-08-01,EHAM,EDDH,18484.0
4532,2018-08-01,EHAM,EDDL,10623.0
4533,2018-08-01,EHAM,EDDM,36981.0
4534,2018-08-01,EHAM,EDDN,6791.0
4535,2018-08-01,EHAM,EDDS,14039.0
4536,2018-08-01,EHAM,EDDT,26760.0
4537,2018-08-01,EHAM,EDDV,6726.0
4538,2018-08-01,EHAM,EDDW,6121.0
4539,2018-08-01,EHAM,EKBI,14289.0
4540,2018-08-01,EHAM,EKCH,47060.0
4541,2018-08-01,EHAM,EKYT,9464.0
4542,2018-08-01,EHAM,SEQM,9490.0
4543,2018-08-01,EHAM,EETN,4706.0
4544,2018-08-01,EHAM,HECA,4036.0
4545,2018-08-01,EHAM,HEGN,4820.0
4546,2018-08-01,EHAM,HEMA,3502.0
4547,2018-08-01,EHAM,LGAV,19853.0
4548,2018-08-01,EHAM,LGIR,25323.0
4549,2018-08-01,EHAM,LGKO,17690.0
4550,2018-08-01,EHAM,LGKR,10122.0
4551,2018-08-01,EHAM,LGRP,12817.0
4552,2018-08-01,EHAM,LGTS,6773.0
4553,2018-08-01,EHAM,LGZA,13916.0
4554,2018-08-01,EHAM,GCFV,5014.0
4555,2018-08-01,EHAM,GCLP,15160.0
4556,2018-08-01,EHAM,GCRR,6818.0
4557,2018-08-01,EHAM,GCTS,12041.0
4558,2018-08-01,EHAM,LEAL,23131.0
4559,2018-08-01,EHAM,LEBB,11405.0
4560,2018-08-01,EHAM,LEBL,63381.0
4561,2018-08-01,EHAM,LEIB,24041.0
4562,2018-08-01,EHAM,LEMD,42417.0
4563,2018-08-01,EHAM,LEMG,35191.0
4564,2018-08-01,EHAM,LEPA,27823.0
4565,2018-08-01,EHAM,LEVC,19104.0
4566,2018-08-01,EHAM,LEZL,3851.0
4567,2018-08-01,EHAM,EFHK,27601.0
4568,2018-08-01,EHAM,LFBD,16178.0
4569,2018-08-01,EHAM,LFBO,14505.0
4570,2018-08-01,EHAM,LFLL,14880.0
4571,2018-08-01,EHAM,LFML,16826.0
4572,2018-08-01,EHAM,LFMN,23180.0
4573,2018-08-01,EHAM,LFPG,48100.0
4574,2018-08-01,EHAM,LFPO,3179.0
4575,2018-08-01,EHAM,LFRS,8006.0
4576,2018-08-01,EHAM,LFST,3591.0
4577,2018-08-01,EHAM,DGAA,10450.0
4578,2018-08-01,EHAM,VHHH,18694.0
4579,2018-08-01,EHAM,LDSP,10232.0
4580,2018-08-01,EHAM,LDZA,6332.0
4581,2018-08-01,EHAM,LHBP,19923.0
4582,2018-08-01,EHAM,WIII,8195.0
4583,2018-08-01,EHAM,EICK,6607.0
4584,2018-08-01,EHAM,EIDW,53080.0
4585,2018-08-01,EHAM,LLBG,31342.0
4586,2018-08-01,EHAM,VABB,12212.0
4587,2018-08-01,EHAM,VIDP,16799.0
4588,2018-08-01,EHAM,VOBL,6171.0
4589,2018-08-01,EHAM,OIIE,4795.0
4590,2018-08-01,EHAM,BIKF,23672.0
4591,2018-08-01,EHAM,LIBD,5839.0
4592,2018-08-01,EHAM,LICC,12485.0
4593,2018-08-01,EHAM,LIEO,8514.0
4594,2018-08-01,EHAM,LIMC,32829.0
4595,2018-08-01,EHAM,LIMF,4307.0
4596,2018-08-01,EHAM,LIML,13539.0
4597,2018-08-01,EHAM,LIPE,9332.0
4598,2018-08-01,EHAM,LIPZ,19484.0
4599,2018-08-01,EHAM,LIRF,44726.0
4600,2018-08-01,EHAM,LIRN,8123.0
4601,2018-08-01,EHAM,LIRP,9012.0
4602,2018-08-01,EHAM,LIRQ,14007.0
4603,2018-08-01,EHAM,RJAA,11675.0
4604,2018-08-01,EHAM,RJBB,8794.0
4605,2018-08-01,EHAM,HKJK,18006.0
4606,2018-08-01,EHAM,RKSI,14318.0
4607,2018-08-01,EHAM,ELLX,6538.0
4608,2018-08-01,EHAM,EVRA,6920.0
4609,2018-08-01,EHAM,GMMN,7365.0
4610,2018-08-01,EHAM,GMMW,7147.0
4611,2018-08-01,EHAM,GMMX,4678.0
4612,2018-08-01,EHAM,GMTT,4979.0
4613,2018-08-01,EHAM,LMML,6456.0
4614,2018-08-01,EHAM,MMMX,14832.0
4615,2018-08-01,EHAM,WMKK,10959.0
4616,2018-08-01,EHAM,DNMM,8588.0
4617,2018-08-01,EHAM,ENAL,4534.0
4618,2018-08-01,EHAM,ENBR,16823.0
4619,2018-08-01,EHAM,ENCN,4982.0
4620,2018-08-01,EHAM,ENGM,33625.0
4621,2018-08-01,EHAM,ENTO,4965.0
4622,2018-08-01,EHAM,ENVA,7811.0
4623,2018-08-01,EHAM,ENZV,12720.0
4624,2018-08-01,EHAM,MPTO,9820.0
4625,2018-08-01,EHAM,EPGD,5227.0
4626,2018-08-01,EHAM,EPKK,5261.0
4627,2018-08-01,EHAM,EPWA,21144.0
4628,2018-08-01,EHAM,LPFR,17862.0
4629,2018-08-01,EHAM,LPMA,4743.0
4630,2018-08-01,EHAM,LPPR,16727.0
4631,2018-08-01,EHAM,LPPT,38828.0
4632,2018-08-01,EHAM,OTHH,9279.0
4633,2018-08-01,EHAM,LROP,21199.0
4634,2018-08-01,EHAM,LYBE,6526.0
4635,2018-08-01,EHAM,ULLI,8554.0
4636,2018-08-01,EHAM,UUEE,29850.0
4637,2018-08-01,EHAM,HRYR,7369.0
4638,2018-08-01,EHAM,ESGG,14763.0
4639,2018-08-01,EHAM,ESSA,37293.0
