,month,fr_airport,to_airport,passenger_d
1783,2018-08-01,LEBL,LFML,5171.0
1784,2018-08-01,LEBL,LFMN,18762.0
1785,2018-08-01,LEBL,LFOB,10077.0
1786,2018-08-01,LEBL,LFPG,58406.0
1787,2018-08-01,LEBL,LFPO,59362.0
1788,2018-08-01,LEBL,LFRS,9160.0
1789,2018-08-01,LEBL,LFSB,18430.0
1790,2018-08-01,LEBL,LDDU,9569.0
1791,2018-08-01,LEBL,LHBP,18434.0
1792,2018-08-01,LEBL,EIDW,29375.0
1793,2018-08-01,LEBL,LLBG,25690.0
1794,2018-08-01,LEBL,BIKF,8346.0
1795,2018-08-01,LEBL,LICC,5707.0
1796,2018-08-01,LEBL,LIMC,29160.0
1797,2018-08-01,LEBL,LIME,16232.0
1798,2018-08-01,LEBL,LIMF,10096.0
1799,2018-08-01,LEBL,LIPE,17374.0
1800,2018-08-01,LEBL,LIPZ,25308.0
1801,2018-08-01,LEBL,LIRF,67502.0
1802,2018-08-01,LEBL,LIRN,21996.0
1803,2018-08-01,LEBL,LIRQ,8399.0
1804,2018-08-01,LEBL,RKSI,4146.0
1805,2018-08-01,LEBL,EYVI,5401.0
1806,2018-08-01,LEBL,ELLX,5467.0
1807,2018-08-01,LEBL,EVRA,5608.0
1808,2018-08-01,LEBL,GMFF,5034.0
1809,2018-08-01,LEBL,GMMN,11071.0
1810,2018-08-01,LEBL,GMMW,5482.0
1811,2018-08-01,LEBL,GMMX,7961.0
1812,2018-08-01,LEBL,GMTT,9432.0
1813,2018-08-01,LEBL,LMML,7927.0
1814,2018-08-01,LEBL,EHAM,68134.0
1815,2018-08-01,LEBL,EHEH,8558.0
1816,2018-08-01,LEBL,EHRD,5115.0
1817,2018-08-01,LEBL,ENGM,15872.0
1818,2018-08-01,LEBL,EPKT,5591.0
1819,2018-08-01,LEBL,EPMO,3733.0
1820,2018-08-01,LEBL,EPWA,13827.0
1821,2018-08-01,LEBL,LPPR,30681.0
1822,2018-08-01,LEBL,LPPT,43800.0
1823,2018-08-01,LEBL,LRCL,4815.0
1824,2018-08-01,LEBL,LROP,18793.0
1825,2018-08-01,LEBL,ULLI,16541.0
1826,2018-08-01,LEBL,UUDD,24784.0
1827,2018-08-01,LEBL,UUEE,24270.0
1828,2018-08-01,LEBL,UUWW,12987.0
1829,2018-08-01,LEBL,ESGG,4585.0
1830,2018-08-01,LEBL,ESSA,18295.0
1831,2018-08-01,LEBL,LTBA,19234.0
1832,2018-08-01,LEBL,LTFJ,10637.0
1833,2018-08-01,LEBL,UKBB,11806.0
1834,2018-08-01,LEBL,EGBB,11610.0
1835,2018-08-01,LEBL,EGCC,21631.0
1836,2018-08-01,LEBL,EGGD,10744.0
1837,2018-08-01,LEBL,EGGP,13532.0
1838,2018-08-01,LEBL,EGGW,15525.0
1839,2018-08-01,LEBL,EGKK,83955.0
1840,2018-08-01,LEBL,EGLL,36671.0
1841,2018-08-01,LEBL,EGPH,10326.0
1842,2018-08-01,LEBL,EGPK,5374.0
1843,2018-08-01,LEBL,EGSS,22227.0
1844,2018-08-01,LEBL,KATL,8604.0
1845,2018-08-01,LEBL,KEWR,18176.0
1846,2018-08-01,LEBL,KJFK,16111.0
1847,2018-08-01,LEBL,KLAX,7191.0
1848,2018-08-01,LEBL,KMIA,7684.0
1849,2018-08-01,LEBL,KOAK,9485.0
1850,2018-08-01,LEBL,KPHL,6548.0
1851,2018-08-01,LECO,LEBL,12549.0
1852,2018-08-01,LECO,LEMD,28365.0
1853,2018-08-01,LECO,LEVC,1613.0
1854,2018-08-01,LECO,LEZL,3805.0
1855,2018-08-01,LECO,LPPT,1991.0
1856,2018-08-01,LECO,EGLL,5374.0
1857,2018-08-01,LEGE,EBCI,6115.0
1858,2018-08-01,LEGE,EDDF,1401.0
1859,2018-08-01,LEGE,EDDT,2992.0
1860,2018-08-01,LEGE,EDDW,2341.0
1861,2018-08-01,LEGE,EDFH,2807.0
1862,2018-08-01,LEGE,EDJA,1637.0
1863,2018-08-01,LEGE,EDLV,4703.0
1864,2018-08-01,LEGE,EDSB,3059.0
1865,2018-08-01,LEGE,EKBI,2242.0
1866,2018-08-01,LEGE,EETN,1412.0
1867,2018-08-01,LEGE,LGTS,1557.0
1868,2018-08-01,LEGE,LFOB,4717.0
1869,2018-08-01,LEGE,EIDW,1660.0
1870,2018-08-01,LEGE,LIBP,2313.0
1871,2018-08-01,LEGE,LIEE,3074.0
1872,2018-08-01,LEGE,LIRP,5443.0
1873,2018-08-01,LEGE,EYKA,1528.0
1874,2018-08-01,LEGE,EVRA,1602.0
1875,2018-08-01,LEGE,GMME,1577.0
1876,2018-08-01,LEGE,EHAM,10072.0
1877,2018-08-01,LEGE,EHEH,4740.0
1878,2018-08-01,LEGE,EHRD,7141.0
1879,2018-08-01,LEGE,EPKK,1628.0
1880,2018-08-01,LEGE,EPPO,2328.0
1881,2018-08-01,LEGE,EPWA,2442.0
1882,2018-08-01,LEGE,EPWR,1625.0
1883,2018-08-01,LEGE,LROD,1643.0
1884,2018-08-01,LEGE,UUWW,5682.0
1885,2018-08-01,LEGE,LZIB,1605.0
1886,2018-08-01,LEGE,EGAA,2881.0
1887,2018-08-01,LEGE,EGBB,7025.0
1888,2018-08-01,LEGE,EGCC,8103.0
1889,2018-08-01,LEGE,EGGD,5574.0
1890,2018-08-01,LEGE,EGGP,1653.0
1891,2018-08-01,LEGE,EGGW,2515.0
1892,2018-08-01,LEGE,EGHH,3189.0
1893,2018-08-01,LEGE,EGNM,3508.0
1894,2018-08-01,LEGE,EGNT,2711.0
1895,2018-08-01,LEGE,EGNX,2765.0
1896,2018-08-01,LEGE,EGPH,2870.0
1897,2018-08-01,LEGE,EGSS,6967.0
1898,2018-08-01,LEGR,GCLP,1532.0
1899,2018-08-01,LEGR,GCTS,1512.0
1900,2018-08-01,LEGR,LEBB,2051.0
1901,2018-08-01,LEGR,LEBL,18837.0
1902,2018-08-01,LEGR,LEMD,5324.0
1903,2018-08-01,LEGR,LEPA,9027.0
1904,2018-08-01,LEGR,LFPG,1181.0
1905,2018-08-01,LEGR,LIMC,1894.0
1906,2018-08-01,LEGR,EGCC,1603.0
1907,2018-08-01,LEGR,EGKK,2232.0
1908,2018-08-01,LEIB,LSZH,6691.0
1909,2018-08-01,LEIB,EDDF,9979.0
1910,2018-08-01,LEIB,EDDL,13420.0
1911,2018-08-01,LEIB,EDDM,8855.0
1912,2018-08-01,LEIB,LEAL,8475.0
1913,2018-08-01,LEIB,LEBB,9799.0
1914,2018-08-01,LEIB,LEBL,80144.0
1915,2018-08-01,LEIB,LEMD,54110.0
1916,2018-08-01,LEIB,LEMG,11588.0
1917,2018-08-01,LEIB,LEPA,24045.0
1918,2018-08-01,LEIB,LEVC,19696.0
1919,2018-08-01,LEIB,LEZL,6419.0
1920,2018-08-01,LEIB,LFPO,12733.0
1921,2018-08-01,LEIB,LIMC,26496.0
1922,2018-08-01,LEIB,LIME,15578.0
1923,2018-08-01,LEIB,LIPE,7535.0
1924,2018-08-01,LEIB,LIRF,24433.0
1925,2018-08-01,LEIB,EHAM,27032.0
1926,2018-08-01,LEIB,EHEH,10751.0
1927,2018-08-01,LEIB,EHRD,4925.0
1928,2018-08-01,LEIB,EGBB,13735.0
1929,2018-08-01,LEIB,EGCC,31318.0
1930,2018-08-01,LEIB,EGGD,9358.0
1931,2018-08-01,LEIB,EGGW,8286.0
1932,2018-08-01,LEIB,EGKK,33848.0
1933,2018-08-01,LEIB,EGLC,7800.0
1934,2018-08-01,LEIB,EGNM,10169.0
1935,2018-08-01,LEIB,EGNT,8846.0
1936,2018-08-01,LEIB,EGNX,10259.0
1937,2018-08-01,LEIB,EGPF,7234.0
1938,2018-08-01,LEIB,EGSS,24445.0
1939,2018-08-01,LEJR,EBBR,2271.0
1940,2018-08-01,LEJR,EDDF,5856.0
1941,2018-08-01,LEJR,EDDH,3560.0
1942,2018-08-01,LEJR,EDDL,7609.0
1943,2018-08-01,LEJR,EDDM,3920.0
1944,2018-08-01,LEJR,EDDS,3931.0
1945,2018-08-01,LEJR,EDDV,3460.0
1946,2018-08-01,LEJR,EDFH,1208.0
1947,2018-08-01,LEJR,LEBB,1856.0
1948,2018-08-01,LEJR,LEBL,9878.0
1949,2018-08-01,LEJR,LEMD,14542.0
1950,2018-08-01,LEJR,LEPA,2427.0
1951,2018-08-01,LEJR,EGSS,3284.0
1952,2018-08-01,LELC,EBAW,1003.0
1953,2018-08-01,LELC,EBCI,1588.0
1954,2018-08-01,LELC,EIDW,8815.0
1955,2018-08-01,LELC,EHEH,1664.0
1956,2018-08-01,LELC,EGBB,3091.0
1957,2018-08-01,LELC,EGCC,9500.0
1958,2018-08-01,LELC,EGGD,5316.0
1959,2018-08-01,LELC,EGGW,5563.0
1960,2018-08-01,LELC,EGHH,3054.0
1961,2018-08-01,LELC,EGKK,10167.0
1962,2018-08-01,LELC,EGMC,1377.0
1963,2018-08-01,LELC,EGNM,4239.0
1964,2018-08-01,LELC,EGNX,5682.0
1965,2018-08-01,LELC,EGPK,1646.0
1966,2018-08-01,LELC,EGSS,7993.0
1967,2018-08-01,LEMD,OMAA,8257.0
1968,2018-08-01,LEMD,OMDB,26990.0
1969,2018-08-01,LEMD,SACO,5842.0
1970,2018-08-01,LEMD,SAEZ,38998.0
1971,2018-08-01,LEMD,LOWW,15154.0
1972,2018-08-01,LEMD,EBBR,41283.0
1973,2018-08-01,LEMD,EBCI,5616.0
1974,2018-08-01,LEMD,LBSF,9975.0
1975,2018-08-01,LEMD,SLVR,8289.0
1976,2018-08-01,LEMD,SBGL,5686.0
1977,2018-08-01,LEMD,SBGR,27992.0
1978,2018-08-01,LEMD,SBSV,3137.0
1979,2018-08-01,LEMD,CYYZ,8732.0
1980,2018-08-01,LEMD,LSGG,23062.0
1981,2018-08-01,LEMD,LSZH,27458.0
1982,2018-08-01,LEMD,SCEL,20764.0
1983,2018-08-01,LEMD,ZBAA,4688.0
1984,2018-08-01,LEMD,ZSPD,6867.0
1985,2018-08-01,LEMD,SKBO,37630.0
1986,2018-08-01,LEMD,SKCL,7748.0
1987,2018-08-01,LEMD,SKRG,6415.0
1988,2018-08-01,LEMD,MROC,7574.0
1989,2018-08-01,LEMD,MUHA,23226.0
1990,2018-08-01,LEMD,LKPR,20314.0
1991,2018-08-01,LEMD,EDDB,9814.0
1992,2018-08-01,LEMD,EDDF,48803.0
1993,2018-08-01,LEMD,EDDH,9078.0
1994,2018-08-01,LEMD,EDDL,22233.0
1995,2018-08-01,LEMD,EDDM,38257.0
1996,2018-08-01,LEMD,EDDT,15292.0
1997,2018-08-01,LEMD,EKCH,17483.0
1998,2018-08-01,LEMD,MDPC,14916.0
1999,2018-08-01,LEMD,MDSD,15903.0
2000,2018-08-01,LEMD,DAAG,4616.0
2001,2018-08-01,LEMD,SEGU,7243.0
2002,2018-08-01,LEMD,HECA,4319.0
2003,2018-08-01,LEMD,LGAV,26426.0
2004,2018-08-01,LEMD,GCFV,19301.0
2005,2018-08-01,LEMD,GCLA,6512.0
2006,2018-08-01,LEMD,GCLP,72815.0
2007,2018-08-01,LEMD,GCRR,25952.0
2008,2018-08-01,LEMD,GCTS,16593.0
2009,2018-08-01,LEMD,GCXO,66499.0
2010,2018-08-01,LEMD,GEML,3934.0
2011,2018-08-01,LEMD,LEAL,12302.0
2012,2018-08-01,LEMD,LEAM,6245.0
2013,2018-08-01,LEMD,LEAS,17429.0
2014,2018-08-01,LEMD,LEBB,22962.0
2015,2018-08-01,LEMD,LEBL,66353.0
2016,2018-08-01,LEMD,LECO,24624.0
2017,2018-08-01,LEMD,LEGR,4632.0
2018,2018-08-01,LEMD,LEIB,50782.0
2019,2018-08-01,LEMD,LEJR,12646.0
2020,2018-08-01,LEMD,LEMG,13558.0
2021,2018-08-01,LEMD,LEMH,26896.0
2022,2018-08-01,LEMD,LEPA,94573.0
2023,2018-08-01,LEMD,LESO,6205.0
2024,2018-08-01,LEMD,LEST,23163.0
2025,2018-08-01,LEMD,LEVC,14899.0
2026,2018-08-01,LEMD,LEVX,28611.0
2027,2018-08-01,LEMD,LEXJ,9299.0
2028,2018-08-01,LEMD,LEZL,9709.0
2029,2018-08-01,LEMD,EFHK,10380.0
2030,2018-08-01,LEMD,LFBD,4631.0
2031,2018-08-01,LEMD,LFBO,14475.0
2032,2018-08-01,LEMD,LFLL,9768.0
2033,2018-08-01,LEMD,LFML,7835.0
2034,2018-08-01,LEMD,LFMN,8762.0
2035,2018-08-01,LEMD,LFOB,3933.0
2036,2018-08-01,LEMD,LFPG,50788.0
2037,2018-08-01,LEMD,LFPO,56212.0
2038,2018-08-01,LEMD,LFRS,5668.0
2039,2018-08-01,LEMD,LFSB,8105.0
2040,2018-08-01,LEMD,MGGT,1820.0
2041,2018-08-01,LEMD,VHHH,6449.0
2042,2018-08-01,LEMD,LDDU,12246.0
2043,2018-08-01,LEMD,LHBP,19483.0
2044,2018-08-01,LEMD,EIDW,29268.0
2045,2018-08-01,LEMD,LLBG,25566.0
2046,2018-08-01,LEMD,LIBD,5931.0
2047,2018-08-01,LEMD,LICC,9344.0
2048,2018-08-01,LEMD,LIMC,23200.0
2049,2018-08-01,LEMD,LIME,10998.0
2050,2018-08-01,LEMD,LIMF,4289.0
2051,2018-08-01,LEMD,LIML,21223.0
2052,2018-08-01,LEMD,LIPE,9983.0
2053,2018-08-01,LEMD,LIPZ,27119.0
2054,2018-08-01,LEMD,LIRA,16261.0
2055,2018-08-01,LEMD,LIRF,58277.0
2056,2018-08-01,LEMD,LIRN,10489.0
2057,2018-08-01,LEMD,LIRP,5417.0
2058,2018-08-01,LEMD,LIRQ,8008.0
2059,2018-08-01,LEMD,RJAA,3455.0
2060,2018-08-01,LEMD,RKSI,3911.0
2061,2018-08-01,LEMD,ELLX,5988.0
2062,2018-08-01,LEMD,GMME,3045.0
2063,2018-08-01,LEMD,GMMN,8746.0
2064,2018-08-01,LEMD,GMMX,13972.0
2065,2018-08-01,LEMD,GMTT,9455.0
2066,2018-08-01,LEMD,LMML,5962.0
2067,2018-08-01,LEMD,MMMX,42612.0
2068,2018-08-01,LEMD,MMUN,25032.0
2069,2018-08-01,LEMD,EHAM,47026.0
2070,2018-08-01,LEMD,EHEH,3119.0
2071,2018-08-01,LEMD,ENGM,6753.0
2072,2018-08-01,LEMD,MPTO,7051.0
2073,2018-08-01,LEMD,EPMO,3985.0
2074,2018-08-01,LEMD,EPWA,5176.0
2075,2018-08-01,LEMD,LPPR,30802.0
2076,2018-08-01,LEMD,LPPT,58375.0
2077,2018-08-01,LEMD,LROP,24968.0
2078,2018-08-01,LEMD,UUEE,14683.0
2079,2018-08-01,LEMD,ESSA,11612.0
2080,2018-08-01,LEMD,LTBA,14810.0
2081,2018-08-01,LEMD,LTFJ,5100.0
2082,2018-08-01,LEMD,UKBB,5169.0
2083,2018-08-01,LEMD,EGBB,6190.0
2084,2018-08-01,LEMD,EGCC,7598.0
2085,2018-08-01,LEMD,EGGD,4710.0
2086,2018-08-01,LEMD,EGGW,5003.0
2087,2018-08-01,LEMD,EGKK,45948.0
2088,2018-08-01,LEMD,EGLL,62958.0
2089,2018-08-01,LEMD,EGPH,10933.0
2090,2018-08-01,LEMD,EGSS,22286.0
2091,2018-08-01,LEMD,KATL,7098.0
2092,2018-08-01,LEMD,KBOS,8426.0
2093,2018-08-01,LEMD,KCLT,6402.0
2094,2018-08-01,LEMD,KDFW,7050.0
2095,2018-08-01,LEMD,KEWR,10684.0
2096,2018-08-01,LEMD,KJFK,47157.0
2097,2018-08-01,LEMD,KLAX,14106.0
2098,2018-08-01,LEMD,KMIA,32359.0
2099,2018-08-01,LEMD,KORD,8991.0
2100,2018-08-01,LEMD,KPHL,6699.0
2101,2018-08-01,LEMD,SUMU,9947.0
2102,2018-08-01,LEMD,SVMI,7920.0
2103,2018-08-01,LEMG,LOWW,8067.0
2104,2018-08-01,LEMG,EBBR,30583.0
2105,2018-08-01,LEMG,EBCI,7322.0
2106,2018-08-01,LEMG,LSGG,10864.0
2107,2018-08-01,LEMG,LSZH,16305.0
2108,2018-08-01,LEMG,LKPR,6920.0
2109,2018-08-01,LEMG,EDDB,7992.0
2110,2018-08-01,LEMG,EDDF,15517.0
2111,2018-08-01,LEMG,EDDH,5514.0
2112,2018-08-01,LEMG,EDDK,5405.0
2113,2018-08-01,LEMG,EDDL,17715.0
2114,2018-08-01,LEMG,EDDM,9597.0
2115,2018-08-01,LEMG,EDLV,6983.0
2116,2018-08-01,LEMG,EKBI,6740.0
2117,2018-08-01,LEMG,EKCH,30378.0
2118,2018-08-01,LEMG,GCLP,10510.0
2119,2018-08-01,LEMG,GCTS,8015.0
2120,2018-08-01,LEMG,GCXO,6734.0
2121,2018-08-01,LEMG,GEML,10909.0
2122,2018-08-01,LEMG,LEAS,4330.0
2123,2018-08-01,LEMG,LEBB,11492.0
2124,2018-08-01,LEMG,LEBL,36494.0
2125,2018-08-01,LEMG,LEIB,11230.0
2126,2018-08-01,LEMG,LEMD,14991.0
2127,2018-08-01,LEMG,LEPA,12070.0
2128,2018-08-01,LEMG,LEST,5448.0
2129,2018-08-01,LEMG,EFHK,16527.0
2130,2018-08-01,LEMG,LFPG,33804.0
2131,2018-08-01,LEMG,LFPO,13187.0
2132,2018-08-01,LEMG,LFRS,6002.0
2133,2018-08-01,LEMG,LFSB,4535.0
2134,2018-08-01,LEMG,LHBP,3905.0
2135,2018-08-01,LEMG,EICK,9712.0
2136,2018-08-01,LEMG,EIDW,34371.0
2137,2018-08-01,LEMG,LIMC,8321.0
2138,2018-08-01,LEMG,LIRF,13540.0
2139,2018-08-01,LEMG,EHAM,39475.0
2140,2018-08-01,LEMG,EHEH,13431.0
2141,2018-08-01,LEMG,EHRD,8441.0
2142,2018-08-01,LEMG,ENGM,15674.0
2143,2018-08-01,LEMG,EPWA,5379.0
2144,2018-08-01,LEMG,LPPT,4196.0
2145,2018-08-01,LEMG,LROP,5165.0
2146,2018-08-01,LEMG,UUEE,9520.0
2147,2018-08-01,LEMG,ESGG,6790.0
2148,2018-08-01,LEMG,ESSA,23119.0
2149,2018-08-01,LEMG,LTBA,10051.0
2150,2018-08-01,LEMG,EGAA,13684.0
2151,2018-08-01,LEMG,EGBB,23920.0
2152,2018-08-01,LEMG,EGCC,33365.0
2153,2018-08-01,LEMG,EGFF,5331.0
2154,2018-08-01,LEMG,EGGD,20922.0
2155,2018-08-01,LEMG,EGGP,16668.0
2156,2018-08-01,LEMG,EGGW,18179.0
2157,2018-08-01,LEMG,EGHH,4843.0
2158,2018-08-01,LEMG,EGKK,67089.0
2159,2018-08-01,LEMG,EGLL,6358.0
2160,2018-08-01,LEMG,EGMC,4952.0
2161,2018-08-01,LEMG,EGNM,19017.0
2162,2018-08-01,LEMG,EGNT,15870.0
2163,2018-08-01,LEMG,EGNX,17782.0
2164,2018-08-01,LEMG,EGPF,13372.0
2165,2018-08-01,LEMG,EGPH,10058.0
2166,2018-08-01,LEMG,EGPK,4899.0
2167,2018-08-01,LEMG,EGSS,31930.0
2168,2018-08-01,LEMH,LEBB,9453.0
2169,2018-08-01,LEMH,LEBL,69960.0
2170,2018-08-01,LEMH,LEMD,28039.0
2171,2018-08-01,LEMH,LEPA,13743.0
2172,2018-08-01,LEMH,LEVC,5030.0
2173,2018-08-01,LEMH,LIMC,14961.0
2174,2018-08-01,LEMH,EGBB,8629.0
2175,2018-08-01,LEMH,EGCC,15444.0
2176,2018-08-01,LEMH,EGGD,6727.0
2177,2018-08-01,LEMH,EGGW,9050.0
2178,2018-08-01,LEMH,EGKK,27038.0
2179,2018-08-01,LEMH,EGNM,4619.0
2180,2018-08-01,LEMH,EGNT,4200.0
2181,2018-08-01,LEMH,EGNX,7784.0
2182,2018-08-01,LEMH,EGSS,10671.0
2183,2018-08-01,LEPA,LOWS,8147.0
2184,2018-08-01,LEPA,LOWW,35812.0
2185,2018-08-01,LEPA,EBBR,19295.0
2186,2018-08-01,LEPA,LSGG,15963.0
2187,2018-08-01,LEPA,LSZH,28325.0
2188,2018-08-01,LEPA,LKPR,9053.0
2189,2018-08-01,LEPA,EDDB,15847.0
2190,2018-08-01,LEPA,EDDC,6355.0
2191,2018-08-01,LEPA,EDDF,66972.0
2192,2018-08-01,LEPA,EDDG,16513.0
2193,2018-08-01,LEPA,EDDH,57184.0
2194,2018-08-01,LEPA,EDDK,74633.0
2195,2018-08-01,LEPA,EDDL,113352.0
2196,2018-08-01,LEPA,EDDM,60926.0
2197,2018-08-01,LEPA,EDDN,29116.0
2198,2018-08-01,LEPA,EDDP,16620.0
2199,2018-08-01,LEPA,EDDR,9811.0
2200,2018-08-01,LEPA,EDDS,65616.0
2201,2018-08-01,LEPA,EDDT,60262.0
2202,2018-08-01,LEPA,EDDV,45996.0
2203,2018-08-01,LEPA,EDDW,13087.0
2204,2018-08-01,LEPA,EDFH,8134.0
2205,2018-08-01,LEPA,EDLP,15864.0
2206,2018-08-01,LEPA,EDLV,9904.0
2207,2018-08-01,LEPA,EDLW,11618.0
2208,2018-08-01,LEPA,EDSB,17174.0
2209,2018-08-01,LEPA,EKBI,10561.0
2210,2018-08-01,LEPA,EKCH,30104.0
2211,2018-08-01,LEPA,LEAL,14591.0
2212,2018-08-01,LEPA,LEAS,6531.0
2213,2018-08-01,LEPA,LEBB,15284.0
2214,2018-08-01,LEPA,LEBL,103002.0
2215,2018-08-01,LEPA,LEGR,9101.0
2216,2018-08-01,LEPA,LEIB,23255.0
2217,2018-08-01,LEPA,LEMD,100811.0
2218,2018-08-01,LEPA,LEMG,12089.0
2219,2018-08-01,LEPA,LEMH,13503.0
2220,2018-08-01,LEPA,LEST,8381.0
2221,2018-08-01,LEPA,LEVC,26365.0
2222,2018-08-01,LEPA,LEZG,6811.0
2223,2018-08-01,LEPA,LEZL,16373.0
2224,2018-08-01,LEPA,EFHK,7279.0
2225,2018-08-01,LEPA,LFBD,9006.0
2226,2018-08-01,LEPA,LFPG,13923.0
2227,2018-08-01,LEPA,LFPO,17386.0
2228,2018-08-01,LEPA,LFRS,9828.0
2229,2018-08-01,LEPA,LFSB,29293.0
2230,2018-08-01,LEPA,EIDW,15301.0
2231,2018-08-01,LEPA,LIMC,15659.0
2232,2018-08-01,LEPA,LIME,10095.0
2233,2018-08-01,LEPA,ELLX,9256.0
2234,2018-08-01,LEPA,EHAM,30200.0
2235,2018-08-01,LEPA,EHEH,9598.0
2236,2018-08-01,LEPA,EHRD,6774.0
2237,2018-08-01,LEPA,ENGM,16150.0
2238,2018-08-01,LEPA,UUDD,11929.0
2239,2018-08-01,LEPA,ESGG,12402.0
2240,2018-08-01,LEPA,ESSA,27168.0
2241,2018-08-01,LEPA,EGAA,18414.0
2242,2018-08-01,LEPA,EGBB,37071.0
2243,2018-08-01,LEPA,EGCC,64339.0
2244,2018-08-01,LEPA,EGFF,10877.0
2245,2018-08-01,LEPA,EGGD,27738.0
2246,2018-08-01,LEPA,EGGP,17824.0
2247,2018-08-01,LEPA,EGGW,21096.0
2248,2018-08-01,LEPA,EGHH,9193.0
2249,2018-08-01,LEPA,EGKK,64714.0
2250,2018-08-01,LEPA,EGLL,9197.0
2251,2018-08-01,LEPA,EGNM,25667.0
2252,2018-08-01,LEPA,EGNT,25907.0
2253,2018-08-01,LEPA,EGNX,28348.0
2254,2018-08-01,LEPA,EGPF,15046.0
2255,2018-08-01,LEPA,EGPH,15780.0
2256,2018-08-01,LEPA,EGSS,38186.0
2257,2018-08-01,LEPP,EDDF,1533.0
2258,2018-08-01,LEPP,LEMD,3874.0
2259,2018-08-01,LERS,EBCI,2398.0
2260,2018-08-01,LERS,EDFH,1599.0
2261,2018-08-01,LERS,EICK,2909.0
2262,2018-08-01,LERS,EIDW,9678.0
2263,2018-08-01,LERS,EINN,2186.0
2264,2018-08-01,LERS,EHEH,4091.0
2265,2018-08-01,LERS,EGAA,7204.0
2266,2018-08-01,LERS,EGBB,5772.0
2267,2018-08-01,LERS,EGCC,10630.0
2268,2018-08-01,LERS,EGGP,1607.0
2269,2018-08-01,LERS,EGGW,1749.0
2270,2018-08-01,LERS,EGKK,4533.0
2271,2018-08-01,LERS,EGNM,2240.0
2272,2018-08-01,LERS,EGNT,5491.0
2273,2018-08-01,LERS,EGNX,3698.0
2274,2018-08-01,LERS,EGPF,4381.0
2275,2018-08-01,LERS,EGSS,8558.0
2276,2018-08-01,LESO,LEBL,4923.0
2277,2018-08-01,LESO,LEMD,5950.0
2278,2018-08-01,LEST,LSGG,5245.0
2279,2018-08-01,LEST,EDDF,2725.0
2280,2018-08-01,LEST,EDFH,2381.0
2281,2018-08-01,LEST,GCLP,6305.0
2282,2018-08-01,LEST,GCRR,3856.0
2283,2018-08-01,LEST,GCTS,4595.0
2284,2018-08-01,LEST,GCXO,5132.0
2285,2018-08-01,LEST,LEAL,5751.0
2286,2018-08-01,LEST,LEBB,861.0
2287,2018-08-01,LEST,LEBL,20035.0
2288,2018-08-01,LEST,LEMD,27499.0
2289,2018-08-01,LEST,LEMG,5544.0
2290,2018-08-01,LEST,LEPA,8850.0
2291,2018-08-01,LEST,LEVC,3944.0
2292,2018-08-01,LEST,LEZL,3243.0
2293,2018-08-01,LEST,LFPG,3114.0
2294,2018-08-01,LEST,LFSB,2002.0
2295,2018-08-01,LEST,EIDW,3553.0
2296,2018-08-01,LEST,LIME,2525.0
2297,2018-08-01,LEST,EGSS,4018.0
2298,2018-08-01,LEVC,EBBR,11302.0
2299,2018-08-01,LEVC,LSZH,18607.0
2300,2018-08-01,LEVC,EDDF,19374.0
2301,2018-08-01,LEVC,EDDL,5485.0
2302,2018-08-01,LEVC,EDDM,4822.0
2303,2018-08-01,LEVC,LEBB,1956.0
2304,2018-08-01,LEVC,LEBL,2722.0
2305,2018-08-01,LEVC,LEIB,20274.0
2306,2018-08-01,LEVC,LEMD,16103.0
2307,2018-08-01,LEVC,LEPA,26644.0
2308,2018-08-01,LEVC,LEST,3892.0
2309,2018-08-01,LEVC,LEZL,5869.0
2310,2018-08-01,LEVC,LFPG,15702.0
2311,2018-08-01,LEVC,LFPO,19115.0
2312,2018-08-01,LEVC,LIMC,5653.0
2313,2018-08-01,LEVC,LIME,9795.0
2314,2018-08-01,LEVC,LIPE,7217.0
2315,2018-08-01,LEVC,LIRA,6613.0
2316,2018-08-01,LEVC,LIRF,10212.0
2317,2018-08-01,LEVC,LIRP,4865.0
2318,2018-08-01,LEVC,EHAM,21177.0
2319,2018-08-01,LEVC,EHEH,12300.0
2320,2018-08-01,LEVC,LPPT,5963.0
2321,2018-08-01,LEVC,LROP,7187.0
2322,2018-08-01,LEVC,UUEE,4799.0
2323,2018-08-01,LEVC,LTBA,4625.0
2324,2018-08-01,LEVC,EGKK,18837.0
2325,2018-08-01,LEVC,EGSS,5688.0
2326,2018-08-01,LEVD,LEBL,8043.0
2327,2018-08-01,LEVD,LEZL,1275.0
2328,2018-08-01,LEVT,EDDK,1401.0
2329,2018-08-01,LEVT,GCTS,1621.0
2330,2018-08-01,LEVT,LEZL,1571.0
2331,2018-08-01,LEVT,LIME,1593.0
2332,2018-08-01,LEVX,LEBL,13569.0
2333,2018-08-01,LEVX,LEMD,32613.0
2334,2018-08-01,LEVX,EIDW,1613.0
2335,2018-08-01,LEVX,LPPT,2028.0
2336,2018-08-01,LEVX,EGPH,1638.0
2337,2018-08-01,LEXJ,EBCI,3084.0
2338,2018-08-01,LEXJ,EDDB,2382.0
2339,2018-08-01,LEXJ,GCTS,1643.0
2340,2018-08-01,LEXJ,LEBL,9294.0
2341,2018-08-01,LEXJ,LEMD,10611.0
2342,2018-08-01,LEXJ,LEMG,2327.0
2343,2018-08-01,LEXJ,LEPA,2346.0
2344,2018-08-01,LEXJ,LEVC,2315.0
